L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36,L37,L38,L39,L40,L41,L42
0,56,13,422,459,10,20,37,42,85,3,54,74,75,41,25,20,34,24,7,68,0,61,453,29,0,982,17,19,373,3,14,45,11,16,42,59,20,241,17,55,0
0,56,15,415,441,10,23,43,26,85,3,63,80,66,45,25,22,46,32,7,75,0,65,461,32,0,982,56,23,373,3,14,50,18,18,42,59,20,241,17,62,0
0,58,11,427,446,8,7,18,28,88,3,73,64,70,49,9,23,39,26,7,76,0,63,465,34,0,982,43,15,371,1,7,54,18,18,47,25,10,241,18,67,0
0,65,19,415,449,39,15,18,11,61,3,74,70,76,27,10,21,44,32,7,80,0,65,450,21,0,982,43,21,373,1,10,38,11,3,35,39,10,241,7,71,0
0,67,19,415,436,39,15,24,23,64,3,80,81,89,38,15,28,62,37,7,78,0,73,452,21,0,982,43,21,371,1,10,39,11,3,36,67,5,245,7,71,0
0,67,22,416,438,40,17,25,40,65,3,80,73,88,38,23,21,58,37,7,121,0,73,456,23,0,982,86,21,372,2,10,39,11,3,38,81,9,252,8,71,0
0,71,11,416,452,41,11,12,37,72,3,60,91,72,38,25,17,60,14,7,115,0,71,459,23,0,982,82,6,359,6,4,43,6,0,25,75,8,258,2,71,0
0,73,11,423,460,45,12,12,32,72,3,65,94,70,39,25,19,49,14,7,113,0,66,470,30,0,982,84,6,368,6,6,49,8,0,26,86,9,269,7,71,0
0,73,12,418,458,47,13,13,13,58,3,66,104,78,22,25,21,52,27,7,117,0,65,454,14,0,982,86,10,363,12,11,39,12,7,26,96,8,271,13,71,0
0,79,5,424,458,55,3,21,21,60,3,71,94,80,20,11,22,33,30,7,111,0,70,466,14,0,982,47,13,377,20,7,47,8,7,17,105,11,271,17,76,0
0,81,5,422,458,60,4,20,20,62,3,82,96,84,20,11,19,44,21,7,117,0,70,472,18,0,982,48,8,376,20,12,47,8,11,20,114,15,275,18,76,0
0,87,12,426,447,23,4,22,35,63,3,87,82,85,20,14,16,38,23,10,112,0,66,472,22,0,982,49,10,376,20,18,47,8,11,20,120,18,288,18,77,0
0,87,12,431,459,23,4,25,28,63,3,87,88,85,23,18,15,44,31,13,111,6,62,472,22,0,982,50,10,373,24,18,47,0,5,9,130,8,292,6,77,0
0,99,11,430,459,23,2,30,33,40,3,35,67,90,28,7,26,21,31,13,109,0,66,445,9,0,982,58,15,375,10,13,38,5,5,9,83,10,293,6,77,0
0,99,11,430,459,24,4,19,23,43,3,35,74,88,15,18,20,39,19,13,114,0,63,452,11,0,982,58,8,380,10,14,39,5,5,9,91,4,293,14,77,0
0,107,11,453,460,5,5,19,61,43,3,38,62,87,16,20,5,34,23,13,116,0,60,459,11,0,982,62,8,380,10,14,39,10,2,5,109,9,294,18,80,0
0,114,1,453,460,5,3,19,56,45,3,38,67,92,26,18,21,45,26,13,119,0,65,463,17,0,982,15,8,380,5,6,39,13,8,5,67,15,311,22,80,0
0,116,6,443,460,6,5,19,53,46,3,40,73,94,26,25,37,59,29,13,123,3,81,469,19,0,982,17,13,380,6,9,39,13,8,5,80,16,317,22,81,4
0,76,6,440,436,8,5,12,69,17,3,44,52,91,33,26,22,32,17,13,132,0,83,445,15,0,0,17,5,376,13,9,25,8,9,1,82,9,143,15,34,0
0,78,6,440,492,10,20,12,77,17,3,48,56,88,30,28,19,32,22,13,132,0,81,449,19,0,0,19,5,376,14,9,33,8,9,9,93,9,151,20,34,0
0,83,6,437,491,18,17,15,93,21,3,25,41,99,40,16,24,22,24,13,131,0,79,477,20,9,0,16,10,366,11,5,34,11,51,9,84,0,160,23,40,0
0,88,8,437,474,25,21,23,100,23,3,25,65,100,52,26,35,22,27,6,80,0,87,477,27,9,0,24,27,398,12,6,39,4,44,13,96,12,166,9,42,0
0,90,8,452,469,25,32,22,105,23,3,30,49,109,53,33,61,31,15,6,75,0,103,477,28,9,0,26,35,386,12,6,41,4,44,13,144,21,167,9,50,0
0,91,7,447,467,26,26,22,105,15,3,38,69,117,55,23,48,47,19,6,78,0,104,449,18,13,0,25,41,386,3,3,28,4,44,13,115,30,177,9,50,0
0,91,7,418,449,17,32,29,121,23,3,41,56,128,44,33,35,46,23,6,74,0,109,461,19,14,0,25,41,378,7,4,28,8,37,9,140,21,183,1,51,0
0,95,18,426,452,17,35,29,105,24,3,47,72,119,44,47,34,61,70,6,71,0,100,468,19,14,0,27,43,378,15,14,28,8,44,13,144,30,207,2,56,0
0,100,30,426,452,28,38,14,130,29,3,49,80,120,49,52,25,53,63,6,79,0,92,468,19,16,0,37,24,376,16,20,38,8,44,24,152,21,211,3,59,0
0,101,25,416,452,32,21,18,149,38,3,33,97,116,53,35,17,82,67,6,82,0,85,468,19,20,0,17,24,376,14,32,38,11,44,20,114,22,213,5,61,0
0,111,32,422,450,28,22,21,131,36,3,34,97,117,57,51,16,72,75,6,79,0,83,445,5,15,0,17,26,366,14,33,27,22,44,22,117,10,223,10,64,0
0,112,32,417,450,25,25,26,142,44,3,34,98,112,63,56,39,101,80,9,77,4,79,458,5,17,0,20,29,372,14,33,32,22,44,23,142,11,239,10,66,0
0,120,11,428,450,35,14,24,126,51,3,34,108,108,28,39,55,120,70,9,73,0,79,463,6,17,0,5,11,371,6,19,32,15,7,21,93,1,242,18,67,0
0,123,21,415,433,38,23,24,141,51,3,34,91,109,40,45,28,96,78,9,73,0,75,469,10,20,0,8,19,371,9,23,32,23,35,21,99,10,247,18,67,0
0,137,22,425,447,38,29,27,119,52,3,34,102,112,47,46,14,102,78,13,70,0,74,469,17,20,0,8,23,371,9,27,42,26,39,26,113,11,252,18,67,0
0,141,44,425,453,23,30,27,125,32,3,35,96,114,47,50,28,84,89,13,75,0,72,446,12,11,0,9,23,371,10,27,28,11,40,20,119,13,257,15,67,0
0,146,41,425,444,34,19,18,105,34,3,12,120,109,50,36,19,86,89,13,74,0,76,449,19,11,0,4,20,367,9,8,32,11,40,32,75,12,270,15,67,0
0,145,58,425,443,39,19,29,129,34,3,21,129,96,23,36,12,61,89,13,73,0,78,459,19,12,0,4,20,375,14,8,34,15,40,33,86,16,272,15,68,0
0,145,58,412,450,41,19,38,116,42,3,25,156,87,32,41,14,84,92,13,68,0,68,478,27,17,0,22,22,373,20,13,37,6,26,26,90,14,277,9,68,0
0,151,31,429,450,22,6,38,129,45,3,26,136,87,32,19,12,62,94,13,71,0,64,476,27,25,0,18,39,373,16,16,37,6,33,32,65,19,278,9,75,0
0,91,31,419,446,22,8,28,114,19,3,30,155,92,32,19,9,86,40,7,72,0,60,442,17,15,0,18,25,370,17,16,16,7,37,33,74,7,286,14,44,0
0,91,33,434,451,23,9,29,125,20,3,38,163,92,33,19,22,70,44,7,74,0,59,449,21,18,0,18,31,378,20,16,16,6,26,25,91,14,286,14,44,0
0,92,41,434,451,26,13,31,116,21,3,42,178,85,15,24,32,79,45,7,73,0,55,458,25,21,0,18,31,370,26,16,18,6,26,25,105,7,286,17,44,0
0,104,26,416,448,12,14,32,108,25,3,37,170,86,11,11,36,64,55,7,84,0,53,463,28,21,0,0,33,366,18,0,19,6,26,25,75,7,293,19,48,0
0,104,27,424,453,14,28,10,124,29,3,41,177,78,11,11,32,70,26,7,89,0,48,470,36,21,0,0,12,368,18,0,19,3,10,12,89,6,297,11,48,0
0,108,29,420,453,19,29,14,135,22,3,41,189,77,11,16,72,80,29,7,77,0,52,447,22,13,0,3,13,368,30,6,4,11,16,12,96,9,306,17,96,4
0,108,12,420,436,30,22,19,135,26,3,41,174,72,16,18,76,56,30,11,77,0,52,446,30,14,0,9,14,373,17,6,5,11,16,23,55,11,306,21,100,0
0,118,13,413,456,31,22,21,121,28,3,41,202,72,18,21,83,67,35,11,76,0,60,459,30,18,0,10,15,373,18,6,13,15,16,13,61,11,306,12,100,0
0,122,19,411,456,23,32,14,135,28,3,41,201,73,8,23,43,46,12,11,80,0,61,461,33,23,0,24,25,377,18,8,13,19,16,14,89,3,313,16,105,0
0,117,19,417,456,27,33,14,126,29,3,46,208,85,11,24,32,53,17,12,85,0,71,461,39,23,0,25,25,377,18,13,13,21,20,16,98,12,314,16,107,0
0,117,12,407,452,27,18,14,133,24,12,11,181,83,14,12,27,25,23,12,87,0,70,456,26,17,0,22,25,369,3,7,10,13,24,8,52,17,180,11,107,0
0,117,18,421,452,36,18,14,119,28,22,11,199,79,16,17,11,27,31,12,94,0,68,464,34,24,0,22,35,369,4,8,14,15,24,8,64,23,188,21,109,0
0,120,19,417,452,14,19,8,141,32,38,14,204,78,17,19,8,19,19,12,97,0,59,464,34,31,0,65,35,369,6,13,19,16,29,13,68,20,193,36,109,0
0,124,15,426,437,15,13,10,130,39,62,17,210,74,15,33,12,36,34,12,96,0,61,464,34,33,0,48,38,369,7,6,19,3,17,8,26,25,203,32,111,0
0,126,17,428,452,15,14,10,111,39,75,54,191,79,15,34,29,38,34,12,89,0,65,464,43,34,0,57,43,369,9,12,21,3,17,8,34,18,206,32,111,0
0,140,17,435,454,15,23,21,119,18,80,58,203,68,20,43,33,48,41,12,91,0,61,430,27,30,0,64,44,369,9,15,12,6,17,18,52,29,224,38,114,0
6,144,18,444,451,16,24,20,101,18,97,70,199,68,21,46,24,55,39,5,81,0,62,442,27,40,0,69,18,390,9,15,14,5,6,11,76,17,231,14,117,0
0,151,10,411,458,3,19,24,106,25,96,59,201,72,32,22,27,57,44,5,87,0,60,453,35,40,0,72,22,390,6,9,14,11,15,14,73,25,240,15,117,0
0,155,10,414,464,4,21,30,85,32,101,60,206,71,46,22,25,64,45,5,95,0,64,453,37,40,0,81,22,378,6,9,16,11,19,15,79,11,244,17,119,0
0,160,14,412,464,8,33,30,95,35,130,71,196,77,45,27,13,43,45,5,99,0,67,453,45,43,0,82,22,378,6,9,17,8,25,5,81,13,254,13,125,0
0,73,22,416,455,16,18,16,86,17,159,72,219,70,50,5,14,72,32,5,95,0,67,419,34,24,0,39,5,367,6,4,18,10,25,10,47,12,255,18,81,0
4,73,29,413,455,15,25,16,105,22,168,73,210,68,51,12,22,49,36,5,100,0,75,427,34,25,0,39,5,367,6,49,19,10,26,12,57,13,264,18,83,0
0,89,34,418,455,19,27,16,89,31,179,77,220,69,51,13,29,64,36,5,104,0,83,448,35,29,0,41,5,367,6,57,19,2,19,7,76,9,267,10,83,0
0,89,38,427,446,23,29,18,97,36,191,78,212,61,63,13,26,41,41,5,102,0,76,453,36,29,0,41,10,367,8,58,19,2,19,7,77,9,268,10,87,0
0,94,31,414,449,39,13,8,102,51,226,32,228,62,24,9,24,43,18,5,92,0,83,453,39,29,0,21,5,364,4,57,23,4,25,9,49,6,273,10,96,0
0,95,31,426,449,27,16,17,85,36,242,39,205,63,24,12,27,20,18,5,94,0,87,419,19,22,0,24,12,364,9,58,33,2,12,2,62,8,275,2,96,0
0,97,32,423,441,30,19,19,100,53,261,43,213,65,25,17,15,31,18,5,90,0,89,437,25,33,0,24,12,363,9,66,33,2,22,4,70,12,285,3,96,0
0,101,11,428,438,34,12,19,76,57,264,43,204,62,26,12,25,27,24,7,83,0,91,477,28,35,0,11,20,363,9,66,36,2,22,4,42,19,292,3,96,3
0,103,21,413,451,40,14,11,79,58,277,46,219,61,29,23,36,37,11,7,83,0,100,477,30,39,0,11,20,356,9,66,36,3,11,16,57,19,292,5,96,0
0,107,21,424,451,16,19,11,66,70,271,51,204,64,10,23,26,29,22,7,85,0,102,477,30,42,0,13,25,362,9,66,39,5,11,16,75,21,297,11,96,0
0,107,24,428,442,25,19,11,78,51,271,58,211,63,10,30,20,30,28,7,85,0,102,454,13,24,0,17,32,355,9,66,26,5,12,26,84,13,301,20,97,0
0,117,13,414,460,26,16,11,58,55,277,28,212,58,11,22,13,43,28,7,91,0,99,454,16,35,0,14,37,364,5,0,35,8,7,29,58,14,301,21,99,0
0,117,14,430,460,26,17,0,72,67,284,28,205,50,14,22,22,40,22,7,87,0,112,454,16,35,0,17,30,364,5,1,46,8,12,29,59,6,324,21,100,0
0,120,19,423,455,35,17,0,56,74,300,31,214,51,21,23,21,53,25,2,74,0,117,454,16,50,0,17,30,364,5,1,47,15,14,29,78,8,325,21,103,0
0,120,9,418,462,22,9,2,49,77,296,31,197,60,16,8,27,35,27,2,65,0,116,454,16,58,0,4,34,364,6,1,51,10,23,18,45,4,329,6,107,0
0,132,12,413,462,28,14,7,53,51,301,31,214,60,19,8,33,39,29,2,61,0,101,436,5,49,0,8,35,368,6,11,39,13,23,25,45,4,332,6,109,0
0,137,12,419,447,29,15,14,45,66,307,40,205,60,23,8,27,27,7,2,55,0,101,443,9,50,0,13,16,391,6,14,43,20,24,32,68,2,341,6,110,0
0,139,13,419,442,37,15,19,52,66,320,54,212,62,24,12,8,35,9,2,54,0,101,456,9,53,0,17,18,387,6,20,44,10,17,22,85,24,344,4,110,0
0,150,10,413,448,16,6,20,51,75,312,33,218,63,24,10,9,19,9,2,53,0,99,460,14,53,0,13,18,379,1,20,49,10,19,23,55,25,351,4,116,0
0,151,14,418,454,17,11,21,61,76,326,45,234,59,29,15,14,21,13,2,55,0,102,460,18,53,0,14,19,379,1,25,50,11,19,23,71,25,351,9,120,0
0,84,15,417,432,23,11,14,48,53,300,46,229,61,15,20,17,24,9,2,55,0,90,441,15,40,0,16,4,362,1,28,37,4,7,15,77,5,182,16,40,0
0,87,15,427,456,28,9,17,56,67,286,47,235,61,20,19,21,37,9,2,51,0,76,457,18,45,0,8,4,362,10,12,37,4,9,18,43,7,192,16,43,0
0,91,20,427,456,12,11,22,38,69,267,48,221,59,22,19,35,34,9,2,50,0,80,466,19,50,0,9,9,360,11,12,40,6,19,23,50,9,199,22,46,0
0,93,25,440,438,23,24,23,95,72,255,48,226,61,23,25,40,54,9,2,47,0,83,466,19,53,0,10,9,360,22,16,47,11,13,12,63,12,205,20,50,0
0,95,25,446,458,27,25,10,84,72,242,52,243,57,23,26,42,61,6,4,51,0,83,466,28,53,0,10,5,354,22,19,48,17,13,19,86,7,252,27,53,0
0,96,19,412,458,27,25,10,95,49,239,29,240,67,10,14,35,57,14,4,53,0,84,444,16,44,0,8,7,358,13,12,32,17,19,21,52,10,261,31,54,0
0,105,19,416,463,27,25,11,107,56,214,31,253,68,19,22,20,77,28,4,64,0,83,448,30,49,0,8,7,368,16,13,32,20,18,15,61,3,265,14,54,0
0,116,19,420,467,15,25,13,121,56,192,35,241,73,21,24,26,72,28,4,67,0,64,454,30,49,0,20,8,370,22,13,39,21,19,15,71,11,222,16,58,0
0,117,11,420,478,21,12,15,150,64,188,35,262,75,21,23,25,83,28,4,78,0,59,459,30,49,0,19,7,353,22,4,39,21,23,15,30,11,220,16,62,0
0,118,16,416,478,22,19,15,107,64,176,38,248,72,22,37,16,63,39,4,70,0,55,459,33,49,0,21,9,360,26,4,44,13,18,6,40,15,223,2,64,0
0,118,20,432,450,26,22,15,119,42,160,47,254,67,17,44,19,65,39,2,65,0,52,433,22,35,0,22,9,363,30,5,28,13,18,6,51,14,240,3,64,0
0,124,20,432,452,15,22,24,111,46,146,47,246,67,13,45,31,43,46,2,71,0,52,456,24,35,0,22,26,363,31,8,28,14,18,6,65,18,240,4,69,5
0,128,13,426,452,15,12,27,123,46,141,23,259,70,20,27,25,55,24,2,71,0,56,456,24,35,0,5,29,370,20,4,35,14,2,6,42,16,250,2,76,0
0,133,14,426,445,15,12,33,120,51,135,28,245,73,21,42,19,35,34,2,68,0,46,456,26,35,0,5,40,370,23,6,35,15,7,9,64,21,252,2,76,0
2,134,16,411,452,26,16,33,148,58,128,32,259,76,25,43,27,47,38,2,70,0,44,456,27,35,0,10,40,363,28,6,36,15,8,9,68,10,256,13,81,4
0,135,8,417,452,17,6,37,141,38,122,32,252,77,26,19,25,42,39,2,67,0,55,441,13,13,0,6,46,363,12,9,19,21,15,10,50,22,259,13,82,0
0,135,11,420,442,13,7,20,135,38,104,32,246,85,16,19,16,28,17,2,65,0,68,456,18,13,0,6,24,366,13,9,19,26,17,19,66,21,263,19,82,0
0,136,13,400,441,13,10,22,141,45,89,37,261,91,16,22,28,38,28,2,65,0,63,460,20,13,0,12,29,366,13,9,19,26,24,20,77,21,272,23,83,0
0,137,14,411,454,13,24,23,126,45,87,38,253,91,16,22,34,40,28,2,64,0,60,460,20,13,0,15,36,355,24,9,19,19,20,13,80,14,275,21,83,0
0,142,14,407,454,13,21,26,131,46,83,25,281,92,16,5,38,56,29,2,52,0,61,460,23,27,0,11,41,361,20,6,20,19,20,16,43,14,281,21,85,0
0,66,14,417,448,1,21,13,117,30,63,28,271,81,24,15,40,47,15,2,56,0,59,444,20,21,0,12,22,361,21,6,11,22,24,19,50,13,295,25,47,0
0,68,14,404,448,5,43,24,125,33,55,33,279,80,12,19,19,60,15,2,62,0,62,455,21,23,0,12,22,361,25,6,14,7,12,12,100,15,301,14,52,4
0,68,10,412,448,6,27,26,124,39,53,33,264,78,14,23,25,33,17,2,71,0,69,457,22,23,0,52,25,354,13,2,16,8,12,16,73,20,304,14,52,0
0,80,12,414,426,11,30,29,136,42,42,47,278,74,17,26,47,57,17,2,76,0,70,457,28,25,0,52,26,356,13,2,19,8,12,20,93,20,304,15,57,6
0,85,21,414,431,10,30,20,120,46,35,47,269,73,22,26,28,46,10,2,79,0,78,457,29,27,0,54,4,356,20,6,19,9,9,18,103,10,312,6,58,0
0,88,22,431,441,12,30,20,132,22,27,48,286,85,22,26,11,71,13,3,79,0,82,429,20,32,0,54,4,361,20,11,11,13,9,24,115,21,313,10,61,0
0,90,21,414,437,22,7,25,127,24,27,31,257,97,18,18,11,52,13,1,88,0,91,430,20,39,0,52,4,354,11,15,18,18,11,35,77,14,322,10,61,0
0,91,22,414,446,24,8,25,110,25,20,34,276,91,52,18,25,76,13,1,91,0,89,438,23,39,0,52,15,354,12,15,25,16,9,30,84,14,328,14,62,4
0,96,26,411,453,23,9,13,125,25,10,34,264,79,60,24,46,52,10,1,86,0,88,447,23,39,0,52,25,363,13,20,25,19,9,32,89,3,338,14,65,0
0,100,14,417,453,23,5,13,107,29,10,37,270,74,64,18,39,55,12,1,91,0,90,447,23,44,0,10,25,361,6,11,27,19,9,33,54,3,338,14,73,0
0,110,15,418,445,23,5,16,115,10,10,37,276,94,69,18,35,65,13,1,88,0,89,420,8,31,0,10,28,367,6,14,19,7,9,21,65,5,164,20,75,0
5,115,17,421,448,27,8,16,102,22,3,37,263,92,74,21,31,42,20,1,90,0,88,433,8,31,0,12,28,367,6,20,25,8,9,21,65,9,169,26,75,0
0,116,19,421,459,28,12,14,109,27,3,38,270,87,61,27,65,51,16,1,89,0,91,441,14,34,0,50,21,368,10,20,26,14,14,23,90,9,184,26,82,0
0,119,8,417,441,5,9,18,109,28,3,8,265,94,61,11,57,22,20,1,94,0,93,448,17,39,0,41,31,368,10,9,26,11,18,14,54,14,192,22,82,0
0,119,19,421,448,5,9,29,127,29,0,11,272,88,68,15,55,50,21,1,90,0,93,448,20,42,0,41,32,368,21,20,26,15,19,17,58,11,192,22,82,0
0,127,22,407,453,5,9,39,146,25,0,31,252,90,84,21,7,43,21,1,89,0,86,445,12,23,0,47,34,368,27,25,13,15,20,17,80,11,193,24,89,0
0,131,14,411,433,5,3,37,162,28,0,31,265,95,85,18,27,50,11,1,91,0,75,450,12,23,0,45,25,365,25,17,13,8,7,7,82,10,193,13,94,0
0,133,17,405,448,10,5,37,164,28,0,31,255,86,32,18,28,21,13,1,98,0,84,461,12,28,0,82,31,365,27,17,23,11,7,9,92,10,196,13,94,0
0,139,19,422,456,11,6,41,165,28,0,31,261,86,32,18,21,30,14,1,103,0,81,461,12,36,0,82,31,373,31,18,24,16,7,9,121,11,209,13,95,0
0,140,21,422,456,15,6,43,164,35,0,34,247,80,36,19,17,12,17,1,99,0,82,461,12,39,0,82,32,373,31,21,24,12,3,5,130,11,214,9,100,0
0,84,24,415,478,18,5,28,146,13,0,37,260,81,38,12,12,28,16,1,95,0,88,431,6,24,0,38,17,377,10,5,21,15,9,5,116,3,218,16,66,0
0,85,33,418,478,23,5,28,154,15,0,40,265,87,38,21,33,18,16,1,97,0,87,451,11,26,0,38,17,386,10,7,24,22,11,6,121,9,226,16,66,0
0,92,38,412,478,23,7,31,146,15,0,44,268,88,22,21,31,27,18,1,95,0,92,456,12,27,0,44,21,396,13,7,28,10,11,4,132,17,234,8,68,0
0,103,37,421,462,25,5,31,157,17,0,47,285,86,28,15,11,37,33,1,90,0,92,456,13,27,0,48,25,396,5,6,28,10,11,4,67,23,236,9,72,3
0,105,40,421,462,27,7,6,157,29,0,52,282,97,34,15,5,48,34,1,90,0,92,456,13,27,0,50,20,365,7,6,28,10,13,4,85,20,241,10,72,0
0,105,40,423,462,36,13,6,180,20,0,57,288,103,42,21,8,50,41,3,89,0,100,442,13,16,0,59,24,370,10,6,24,1,6,4,138,23,253,4,77,0
0,108,47,423,445,13,19,10,145,24,0,59,280,101,45,21,10,41,48,3,97,0,98,446,21,19,0,63,24,363,10,10,24,2,6,11,159,8,258,11,77,0
0,108,16,417,457,16,15,11,154,32,0,36,287,106,45,7,19,53,52,5,93,0,93,447,21,19,0,19,28,367,5,8,24,2,6,11,124,8,264,11,86,0
0,109,16,420,461,19,16,7,139,38,0,44,275,119,33,9,29,48,37,9,93,0,87,452,21,19,0,21,19,355,5,8,24,12,10,12,138,0,264,8,90,0
6,117,21,404,461,20,17,19,171,39,0,51,287,118,36,18,13,97,37,9,98,0,94,464,21,19,0,21,25,364,7,11,25,18,10,15,145,0,268,8,92,0
0,123,7,409,457,10,7,26,170,23,0,51,269,125,36,12,16,79,44,12,93,0,101,438,13,8,0,2,25,357,51,7,10,18,10,15,102,1,281,9,106,4
0,124,8,404,462,10,8,27,160,26,0,56,291,131,37,15,35,94,51,12,83,0,98,451,20,9,0,6,31,359,61,13,10,16,6,6,106,9,285,5,111,0
0,128,8,406,467,15,15,29,166,28,0,56,273,136,38,16,19,90,21,16,86,0,93,458,25,9,0,7,16,353,61,15,10,16,11,7,116,9,301,10,114,0
0,130,17,406,447,17,20,35,171,36,0,63,287,127,16,16,15,104,26,16,88,0,94,458,27,11,0,7,16,369,66,15,11,16,14,7,117,10,316,14,115,0
0,133,15,406,455,19,13,44,187,36,0,31,283,121,18,7,24,110,26,16,82,0,94,458,36,12,0,5,16,365,64,8,11,2,12,9,69,4,323,14,115,0
0,133,15,413,455,20,55,44,184,14,0,31,293,116,25,11,23,121,35,16,85,5,98,426,31,8,0,5,20,365,65,8,4,5,12,11,76,10,335,21,115,4
0,143,24,396,443,22,58,27,186,18,0,31,303,120,29,19,17,127,17,19,81,0,91,440,31,19,0,5,10,367,65,8,7,7,24,13,82,17,337,21,119,0
0,145,15,405,452,22,47,27,164,18,0,46,292,122,35,16,14,68,17,19,79,0,96,460,34,26,0,2,10,372,22,3,7,7,16,23,45,28,341,8,119,0
0,154,20,404,459,24,48,30,176,18,0,47,307,115,22,20,73,72,22,19,73,0,107,460,38,35,0,2,16,373,29,3,11,11,16,26,62,25,344,8,122,0
0,161,20,397,459,13,55,30,167,18,0,50,287,117,22,20,74,49,26,19,73,0,104,460,44,35,0,2,16,374,31,6,11,13,21,27,62,26,348,28,124,0
0,85,25,419,449,13,55,9,183,13,0,55,292,112,22,20,70,67,16,19,66,0,90,437,32,31,0,2,10,381,39,13,10,6,5,15,81,5,202,20,74,0
0,86,14,406,460,13,52,16,185,13,0,29,276,109,24,4,37,40,19,19,61,0,90,441,33,31,0,4,10,392,19,10,11,9,5,17,51,10,207,24,74,0
0,86,14,406,460,47,60,19,138,13,0,31,295,100,24,15,29,58,22,19,65,6,86,449,34,35,0,4,12,400,19,11,11,13,5,17,74,5,209,24,88,0
0,94,14,429,451,37,60,20,148,16,0,36,271,99,24,25,30,41,24,19,71,0,81,449,34,35,0,4,17,400,20,11,11,15,0,7,86,5,220,9,90,0
0,108,5,429,453,37,9,12,133,22,0,36,291,93,9,35,19,63,14,19,75,0,80,449,34,39,0,4,10,368,11,2,13,15,4,8,55,0,222,9,91,0
0,113,8,421,457,37,10,15,146,65,0,41,273,86,32,35,22,56,16,19,64,0,81,429,15,32,0,5,10,373,14,5,5,17,4,14,66,7,231,12,94,0
0,117,13,411,447,38,11,28,125,67,0,42,290,96,43,42,37,70,16,19,76,0,76,424,18,38,0,7,20,373,19,8,7,10,4,8,78,14,234,12,94,0
0,120,26,411,452,36,11,36,132,73,0,46,283,104,43,47,22,53,20,20,80,0,74,439,18,38,0,7,20,372,19,12,7,13,9,8,84,14,251,12,98,0
0,125,22,405,452,14,7,27,131,76,0,23,293,104,44,26,3,63,16,20,88,0,73,434,18,38,0,3,20,362,11,19,8,26,13,8,54,10,263,13,100,0
0,130,22,406,452,14,8,28,143,79,0,23,309,110,42,26,8,73,19,20,90,3,67,434,23,40,0,6,20,364,11,22,11,19,9,5,69,10,269,6,100,0
0,136,24,390,444,24,12,36,126,66,0,24,284,104,42,68,17,53,22,20,84,0,67,404,11,32,0,7,27,368,15,22,12,19,9,7,75,10,270,13,109,0
0,139,7,396,447,24,44,41,118,74,0,25,299,104,56,46,19,60,22,20,86,0,72,418,17,33,0,6,33,368,11,17,13,19,14,22,49,10,277,16,109,0
0,144,10,395,442,14,47,22,113,84,0,29,285,109,56,46,23,49,16,24,87,0,72,424,23,33,0,7,21,363,25,19,16,6,5,19,63,10,284,29,109,0
0,152,10,396,421,18,47,23,96,89,0,38,291,110,58,49,32,70,16,24,87,0,69,433,23,35,0,7,21,342,42,19,20,7,6,19,66,16,290,29,110,0
0,157,11,398,421,18,47,26,104,89,0,38,272,106,58,49,22,58,16,24,87,0,69,425,25,35,0,8,21,343,44,19,22,7,8,19,70,9,290,29,110,0
0,157,11,398,421,18,47,26,104,89,0,38,272,106,58,49,22,58,16,24,87,0,69,425,25,35,0,8,21,343,44,19,22,7,8,19,70,9,290,29,110,0
0,157,11,398,421,18,47,26,104,89,0,38,272,106,58,49,22,58,16,24,87,0,69,425,25,35,0,8,21,343,44,19,22,7,8,19,70,9,290,29,110,0
0,157,11,398,421,18,47,26,104,89,0,38,272,106,58,49,22,58,16,24,87,0,69,425,25,35,0,8,21,343,44,19,22,7,8,19,70,9,290,29,110,0
0,157,11,398,421,18,47,26,104,89,0,38,272,106,58,49,22,58,16,24,87,0,69,425,25,35,0,8,21,343,44,19,22,7,8,19,70,9,290,29,110,0
0,157,11,398,421,18,47,26,104,89,0,38,272,106,58,49,22,58,16,24,87,0,69,425,25,35,0,8,21,343,44,19,22,7,8,19,70,9,290,29,110,0
0,157,11,398,421,18,47,26,104,89,0,38,272,106,58,49,22,58,16,24,87,0,69,425,25,35,0,8,21,343,44,19,22,7,8,19,70,9,290,29,110,0
0,157,11,398,421,18,47,26,104,89,0,38,272,106,58,49,22,58,16,24,87,0,69,425,25,35,0,8,21,343,44,19,22,7,8,19,70,9,290,29,110,0
0,157,11,398,421,18,47,26,104,89,0,38,272,106,58,49,22,58,16,24,87,0,69,425,25,35,0,8,21,343,44,19,22,7,8,19,70,9,290,29,110,0
0,157,11,398,421,18,47,26,104,89,0,38,272,106,58,49,22,58,16,24,87,0,69,425,25,35,0,8,21,343,44,19,22,7,8,19,70,9,290,29,110,0
0,157,11,398,421,18,47,26,104,89,0,38,272,106,58,49,22,58,16,24,87,0,69,425,25,35,0,8,21,343,44,19,22,7,8,19,70,9,290,29,110,0
0,157,11,398,421,18,47,26,104,89,0,38,272,106,58,49,22,58,16,24,87,0,69,425,25,35,0,8,21,343,44,19,22,7,8,19,70,9,290,29,110,0
0,157,11,398,421,18,47,26,104,89,0,38,272,106,58,49,22,58,16,24,87,0,69,425,25,35,0,8,21,343,44,19,22,7,8,19,70,9,290,29,110,0
