L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36,L37,L38,L39,L40,L41,L42
0,45,18,434,371,34,10,31,29,37,0,31,25,36,18,4,13,33,14,4,44,0,79,446,1,3,764,5,9,365,3,7,14,9,49,29,34,0,149,14,41,0
0,50,19,434,393,34,17,33,24,37,0,37,40,36,18,6,16,49,20,4,43,0,81,452,13,4,764,8,10,375,3,9,17,10,49,29,40,0,164,28,41,0
0,51,10,434,398,18,17,22,36,40,0,37,32,41,18,9,18,45,20,4,38,0,79,454,13,4,764,11,4,371,5,2,33,19,57,30,36,0,164,28,41,0
0,53,11,436,409,24,18,25,18,33,0,39,29,31,9,9,13,52,27,4,38,0,84,432,12,1,764,11,5,372,5,6,23,16,65,22,45,2,167,20,45,0
0,57,11,437,417,27,18,27,33,33,0,39,44,52,12,13,17,58,30,0,38,0,80,435,12,1,764,11,7,379,14,11,23,16,65,22,46,2,167,20,45,0
0,58,13,444,413,27,18,29,23,37,0,40,29,52,14,14,27,30,34,0,43,0,84,440,15,4,764,14,7,379,14,11,27,16,65,22,56,2,213,30,45,0
0,60,3,423,469,35,1,24,25,39,0,14,39,52,14,5,34,46,27,0,46,0,89,443,19,4,764,6,8,376,9,9,27,3,24,19,29,4,215,24,48,0
0,61,3,426,469,23,1,30,23,41,0,15,29,52,14,5,22,24,41,0,46,0,92,447,19,10,764,6,8,379,12,9,27,5,30,23,40,4,219,24,48,0
0,62,3,413,456,23,5,30,8,17,0,16,39,56,14,5,12,26,41,0,48,0,100,413,7,13,764,6,8,362,18,9,11,5,30,23,44,6,220,28,48,0
0,62,0,427,456,24,11,32,19,19,0,16,27,58,9,0,14,12,44,0,43,0,104,421,7,13,764,0,8,366,9,0,12,2,30,8,40,10,226,12,48,0
0,73,3,415,456,24,18,17,17,22,0,16,40,56,10,0,3,34,31,0,40,0,108,427,7,13,764,5,2,354,13,1,12,3,30,10,51,6,228,18,51,0
0,73,3,429,434,9,18,17,29,22,0,16,32,56,14,8,8,33,31,1,45,0,111,439,14,13,764,8,5,368,13,1,12,3,30,14,91,6,231,20,51,0
0,78,3,429,438,9,18,17,21,22,0,34,77,51,14,16,8,36,31,1,45,0,111,442,19,15,764,8,5,362,13,1,14,1,14,16,100,0,231,11,51,0
0,85,4,435,446,19,7,19,22,23,0,32,74,55,14,16,1,25,31,1,45,0,104,417,16,6,764,12,10,368,4,1,11,4,14,16,92,0,231,11,51,0
0,85,4,435,430,23,9,11,8,25,0,33,86,56,11,16,0,50,9,1,49,0,103,418,16,6,764,12,8,371,6,2,14,7,18,16,101,2,233,11,51,0
0,85,4,418,425,20,13,17,18,32,0,33,70,60,11,16,8,52,9,1,53,0,103,421,16,7,764,12,10,371,6,2,14,6,13,6,113,2,243,3,52,0
0,90,1,422,434,20,11,28,14,36,0,37,73,57,18,0,12,55,11,1,51,0,112,425,18,9,764,4,17,368,2,2,15,14,13,7,84,4,248,3,52,0
0,90,8,416,447,20,26,29,14,38,0,39,74,72,18,0,7,94,15,1,49,0,122,437,18,9,764,4,20,369,4,2,18,15,13,7,91,13,250,3,62,0
0,48,8,428,426,20,26,33,10,36,0,45,81,75,18,0,8,84,6,1,49,0,117,413,6,3,0,4,12,365,4,5,15,9,9,3,97,15,168,7,24,0
0,52,8,431,428,20,26,37,45,36,0,51,84,78,15,1,28,89,6,1,47,0,111,420,6,6,0,10,13,382,13,5,17,12,20,7,115,16,168,7,29,0
0,52,16,419,439,0,20,39,65,36,0,28,64,83,21,6,56,65,6,1,47,0,100,424,9,9,0,8,18,374,12,6,20,12,20,7,63,18,182,7,31,0
0,52,16,426,444,0,21,39,69,36,0,31,75,87,21,6,54,77,6,1,48,0,96,450,9,9,0,8,22,374,12,9,21,11,11,16,75,18,182,9,31,0
0,52,18,415,447,2,22,18,82,43,0,33,50,90,25,11,48,67,0,1,40,0,89,469,18,12,0,10,10,379,12,16,25,11,11,16,90,18,186,9,31,0
0,58,12,418,460,2,6,23,57,26,0,37,62,92,45,10,23,92,17,1,44,0,81,445,16,10,0,9,12,379,7,14,10,11,11,16,60,20,191,9,31,0
0,62,12,419,449,2,10,28,74,45,0,39,49,89,38,10,25,66,26,1,34,0,81,460,16,10,0,11,35,379,10,14,44,12,8,10,82,6,203,2,31,0
0,62,14,433,459,2,14,34,64,46,0,39,58,99,36,10,26,71,28,1,34,0,81,467,25,10,0,11,39,379,20,14,47,23,8,10,100,7,203,2,31,0
0,74,16,433,459,7,15,21,67,58,0,39,38,98,36,13,24,47,28,1,35,0,95,470,25,10,0,11,29,375,20,15,53,32,8,10,103,9,210,2,31,0
0,75,19,430,459,17,15,23,50,58,0,13,41,98,36,4,34,69,34,1,32,0,95,470,25,29,0,5,29,375,13,3,55,24,8,12,71,9,210,8,31,0
0,77,23,430,434,18,15,29,45,50,0,13,29,101,36,4,30,45,37,1,37,0,95,438,13,27,0,14,35,378,13,5,48,28,8,12,102,8,210,9,31,0
0,83,25,419,449,31,15,44,47,52,0,17,33,117,39,12,19,43,37,1,38,0,95,439,17,27,0,24,36,378,15,7,48,28,13,12,115,22,215,11,31,0
0,84,24,420,456,31,8,31,45,60,0,21,40,116,7,9,8,43,14,1,38,0,86,439,21,33,0,23,8,368,10,5,48,14,5,19,77,14,219,15,31,0
0,87,24,420,442,34,16,34,52,68,0,24,23,113,8,9,10,25,24,1,36,0,85,449,21,34,0,24,9,374,10,10,48,24,7,21,82,14,222,16,36,0
0,89,24,418,449,37,16,34,33,73,0,30,27,122,10,9,11,38,24,1,37,0,90,462,21,42,0,26,9,371,10,10,48,24,9,27,84,1,226,16,36,0
0,91,40,422,449,26,18,38,50,51,0,34,21,113,20,9,11,36,27,1,41,0,94,440,8,44,0,26,11,377,24,12,51,11,4,17,96,3,235,8,36,0
0,94,20,412,442,26,12,15,25,51,0,23,29,106,20,0,13,55,15,1,41,0,97,469,8,44,0,22,10,375,20,14,53,15,8,22,70,3,237,10,40,0
0,94,21,414,450,28,12,15,27,51,0,29,30,112,19,5,16,36,19,1,46,0,97,469,8,44,0,22,12,382,24,14,65,19,8,22,82,3,246,12,40,0
0,97,24,420,465,28,17,15,2,51,0,29,30,112,28,5,15,45,19,1,55,0,87,469,11,44,0,27,15,390,24,15,65,12,6,17,111,0,260,8,40,0
0,98,4,417,477,10,5,17,6,66,0,34,19,122,30,5,5,17,19,1,51,0,87,469,14,44,0,23,18,393,9,11,66,12,6,17,67,0,270,12,41,3
0,56,4,408,452,10,8,2,12,43,0,37,22,129,35,5,5,28,6,0,53,0,76,448,6,26,0,23,29,366,10,15,67,12,10,18,76,0,286,17,20,0
0,60,4,415,461,12,10,3,13,47,0,37,20,111,35,5,21,11,9,0,47,0,73,459,6,32,0,23,31,366,12,15,77,11,6,12,83,3,289,11,20,0
0,68,4,418,461,20,14,3,22,47,0,43,32,128,25,6,27,18,10,0,43,0,73,469,6,34,0,28,31,381,12,17,83,11,6,19,100,3,292,11,20,0
0,74,18,406,456,51,9,7,9,51,0,21,38,133,28,1,24,20,21,0,42,0,83,469,6,36,0,5,43,381,7,10,83,11,9,26,64,6,305,11,20,0
0,84,25,421,460,47,9,5,17,56,0,21,47,136,67,2,14,27,16,0,41,0,80,469,9,42,0,9,28,379,7,15,83,9,3,25,72,3,319,1,20,0
0,88,25,410,456,52,10,9,13,46,0,23,52,129,67,18,1,33,25,0,43,0,82,438,3,30,0,14,28,379,7,23,43,11,3,25,79,3,322,1,20,0
0,91,25,410,438,55,8,15,24,58,0,23,35,137,82,17,13,29,27,0,45,0,85,448,3,33,0,14,28,376,14,17,43,11,3,28,27,0,328,1,20,0
0,91,29,403,433,55,9,19,25,60,0,23,37,132,83,18,13,46,27,0,47,0,89,451,3,34,0,14,28,376,18,17,43,4,0,34,40,4,335,0,65,0
0,91,31,417,446,41,17,14,34,60,0,27,19,103,72,18,16,48,12,0,46,0,90,462,3,34,0,14,2,364,18,17,64,14,0,34,47,12,344,1,68,6
0,91,32,417,447,41,18,18,30,68,0,27,32,107,72,18,18,50,13,0,43,0,93,462,4,34,0,21,1,367,22,21,64,16,0,34,63,15,349,1,68,0
0,91,11,413,423,45,10,21,33,43,9,7,19,107,75,1,6,32,14,0,43,0,93,440,1,19,0,9,17,362,15,4,52,12,3,23,40,15,204,1,71,0
0,93,13,415,442,52,16,27,17,46,22,15,33,106,75,3,19,33,17,0,43,0,91,447,14,21,0,9,17,362,15,10,55,18,12,28,47,15,207,1,73,0
0,94,13,405,455,15,28,23,24,46,26,16,24,106,77,3,32,28,5,0,43,0,96,487,14,24,0,9,23,360,26,14,55,21,12,30,77,13,209,2,76,0
0,94,6,413,452,15,18,23,29,50,27,23,28,109,16,3,22,28,5,0,42,0,96,487,14,24,0,1,23,366,11,13,59,9,12,24,60,13,217,2,79,0
0,96,11,408,458,15,18,24,18,50,36,29,14,105,16,4,10,26,6,0,42,0,86,487,14,24,0,1,30,348,15,15,68,9,24,24,66,13,231,7,79,0
4,101,11,412,458,22,18,24,38,26,37,29,31,106,19,13,6,42,13,0,39,0,80,455,13,12,0,1,37,353,15,19,51,13,27,28,86,17,235,7,88,0
0,106,11,412,444,16,19,11,23,26,44,29,41,104,20,13,21,44,11,3,40,0,82,463,13,15,0,2,20,353,16,21,54,6,20,15,96,15,238,6,90,0
0,107,5,405,429,12,1,12,40,26,56,22,54,100,24,11,23,53,11,3,38,4,73,463,13,15,0,2,26,373,10,11,54,7,61,16,53,20,249,6,92,0
0,107,5,409,450,12,1,13,35,30,64,25,55,96,14,11,37,58,12,3,43,0,76,463,24,15,0,2,26,374,13,11,57,8,61,23,55,12,249,12,96,0
0,107,5,406,450,16,3,18,44,37,85,25,44,93,8,11,42,52,13,3,55,0,73,455,28,15,0,4,29,374,13,13,59,4,46,9,67,15,262,7,96,0
0,63,1,423,441,57,4,7,34,12,89,30,46,107,10,14,18,58,6,3,46,0,61,434,17,4,0,5,9,368,12,2,46,6,52,11,31,7,262,10,76,0
0,70,2,426,452,45,4,7,38,15,94,45,37,98,10,17,10,45,9,3,43,0,64,430,17,4,0,11,15,381,12,2,49,9,54,14,31,11,262,10,76,0
0,70,2,409,452,52,5,7,23,15,94,52,38,104,13,21,9,57,9,3,48,0,67,432,17,8,0,11,23,370,12,4,49,5,51,42,47,11,265,4,76,0
0,71,8,404,436,52,5,10,11,18,101,53,24,103,17,21,11,30,13,3,86,0,66,437,17,8,0,11,23,370,12,6,49,5,51,47,50,20,278,7,79,0
0,71,13,387,441,53,7,4,11,19,93,40,27,93,9,27,12,30,9,3,86,0,62,439,17,11,0,6,18,369,4,7,52,5,58,48,22,15,278,7,79,0
0,71,18,401,449,52,9,10,6,7,110,40,22,93,10,28,7,14,9,3,84,0,60,419,2,8,0,8,19,376,8,7,50,3,62,45,34,28,289,5,79,0
0,71,18,399,457,55,9,10,19,18,127,44,25,92,10,28,10,16,17,3,82,0,59,444,2,11,0,11,19,370,17,13,50,3,62,45,45,21,300,10,79,0
0,71,12,399,451,55,10,10,24,18,131,47,22,80,10,25,24,35,21,3,80,0,66,452,2,21,0,5,19,370,17,9,52,5,65,45,29,22,300,17,82,0
0,71,14,394,451,55,21,11,24,20,133,48,29,71,18,34,21,38,13,3,86,0,62,456,3,21,0,5,5,373,17,18,52,2,24,45,39,10,302,14,82,0
0,73,14,397,451,11,27,14,16,20,140,50,32,83,9,34,11,29,15,3,75,0,59,456,3,21,0,5,5,375,17,18,52,2,24,45,55,18,303,14,86,0
0,73,15,403,409,14,27,15,19,20,143,65,39,88,13,34,8,24,15,3,38,0,56,425,1,13,0,5,8,369,17,21,36,2,24,45,57,14,349,14,86,0
0,91,37,402,429,14,17,15,25,21,162,34,52,84,22,18,14,34,22,3,40,0,58,429,1,14,0,8,8,377,4,12,39,0,10,45,40,14,349,0,86,4
0,91,38,402,435,16,17,19,30,21,174,36,40,83,23,19,24,34,9,3,41,0,45,432,1,14,0,8,8,373,4,12,39,2,10,45,55,9,349,0,86,0
0,93,40,386,427,16,21,19,34,21,184,36,48,76,23,19,14,34,21,0,40,0,45,437,6,17,0,8,8,373,4,17,48,6,20,49,65,9,352,1,88,0
0,93,41,404,433,5,5,20,31,23,194,36,35,77,21,7,12,20,21,0,38,0,48,448,11,25,0,8,8,360,0,5,49,11,21,56,32,8,352,1,88,0
0,101,41,393,441,47,18,20,24,11,204,36,45,80,23,7,16,31,22,0,35,0,45,419,11,15,0,8,13,371,0,5,33,16,21,57,46,8,356,1,89,0
0,102,41,407,436,47,18,12,16,11,219,44,29,80,23,7,15,29,13,0,36,0,46,427,11,21,0,8,12,364,0,5,39,18,21,57,46,1,360,5,89,0
0,105,49,407,437,49,27,12,27,11,215,48,35,82,28,8,17,34,13,0,29,0,45,435,12,21,0,8,13,368,0,5,39,16,9,12,53,11,360,5,89,0
0,105,11,394,457,50,22,15,18,19,228,20,34,82,28,1,9,30,15,0,30,0,49,451,12,29,0,2,13,359,0,0,39,16,9,12,29,17,363,5,95,0
0,105,11,397,457,56,25,21,24,19,241,20,45,82,34,1,2,41,16,0,30,0,46,451,17,31,0,2,18,362,4,0,42,17,17,12,42,17,364,5,95,0
0,62,11,396,440,57,36,9,22,10,230,25,28,78,26,1,2,30,8,0,31,0,47,425,14,19,0,2,10,369,4,0,30,7,9,10,54,7,198,1,19,0
0,63,3,400,446,57,28,9,27,19,231,27,30,78,26,0,15,39,12,0,31,0,44,434,16,19,0,2,10,369,13,0,30,7,9,10,42,7,198,1,19,6
0,63,3,396,449,60,28,9,20,19,239,27,26,78,27,5,30,44,12,0,31,0,44,440,16,22,0,2,11,356,13,0,30,13,13,10,55,2,201,7,24,0
0,63,3,398,432,60,28,9,27,19,247,38,17,80,27,9,21,33,12,0,32,0,41,452,18,22,0,2,20,351,13,0,30,8,5,15,72,3,208,6,27,0
0,63,3,407,441,64,29,0,34,20,257,38,31,92,27,10,7,47,11,0,31,0,39,452,24,22,0,7,15,344,19,0,38,11,5,15,79,10,208,6,28,0
0,63,0,392,442,70,1,0,25,15,262,26,17,86,10,10,4,41,16,0,36,0,60,434,17,13,0,9,28,349,15,0,20,11,6,15,46,11,215,14,28,0
0,77,1,416,443,72,2,0,62,20,260,26,26,82,14,19,12,51,16,0,37,0,59,453,24,13,0,12,28,351,16,0,28,3,2,7,48,8,220,8,31,0
0,77,4,411,450,18,2,0,54,20,250,32,15,84,17,20,14,42,22,0,40,0,58,453,26,13,0,14,30,353,16,11,33,3,4,7,56,12,224,8,33,0
0,77,4,411,459,22,1,1,68,20,245,43,30,97,18,15,9,46,17,0,42,0,62,453,26,16,0,9,20,347,1,11,35,7,4,7,19,5,224,8,33,0
0,88,12,394,459,25,7,4,68,20,250,49,25,101,19,18,14,24,31,0,47,0,68,453,33,16,0,9,24,347,6,11,35,4,19,2,30,17,240,4,33,0
0,88,16,405,437,25,11,4,70,13,246,54,25,97,9,24,12,30,33,0,47,0,68,434,19,4,0,12,28,355,6,11,19,4,19,2,36,13,243,22,36,0
0,94,18,405,444,13,12,4,45,17,271,56,4,100,11,24,7,21,35,0,48,0,74,440,19,15,0,12,32,356,14,11,19,4,28,2,40,20,245,24,37,0
0,94,19,390,457,13,11,4,54,23,268,35,20,103,17,12,6,31,38,0,50,0,72,451,19,16,0,3,15,348,13,2,19,0,26,0,31,7,249,20,37,0
0,95,20,395,433,18,11,6,35,27,275,35,18,104,22,13,11,13,38,0,43,0,80,451,19,17,0,6,15,360,13,17,19,0,26,9,25,10,252,20,37,0
0,95,20,399,437,20,11,6,39,27,273,35,25,95,22,17,18,22,38,0,40,0,84,451,19,17,0,6,15,356,13,20,19,0,29,9,31,3,255,23,37,0
0,95,6,404,444,16,2,9,26,30,288,35,19,95,23,9,12,43,38,0,41,0,87,431,12,16,0,6,19,364,0,20,2,1,14,9,11,6,255,7,37,0
0,95,7,394,429,20,6,12,76,30,289,35,20,90,16,14,3,42,17,0,41,0,81,435,15,16,0,6,10,364,0,57,2,2,21,9,20,3,259,7,37,0
0,101,14,407,443,20,7,14,69,31,291,38,27,92,16,20,6,52,18,0,43,0,84,441,17,22,0,6,13,364,0,57,2,2,21,9,40,6,255,7,37,0
0,101,14,408,451,24,7,20,63,33,306,44,26,85,22,22,8,43,21,0,45,0,80,461,17,28,0,6,13,366,0,57,3,7,7,0,40,3,255,12,37,0
0,101,15,407,451,25,6,24,70,33,299,12,48,75,22,19,12,62,21,0,45,0,77,461,17,30,0,8,15,366,0,53,3,7,11,2,37,5,259,12,40,0
0,56,19,418,445,20,7,25,80,15,298,12,35,71,25,19,16,43,15,0,43,0,64,427,15,16,0,9,21,368,4,62,5,10,11,2,47,2,262,15,21,0
0,58,24,411,450,22,14,33,91,17,294,12,39,69,15,21,7,45,21,0,42,0,64,441,19,16,0,9,24,368,4,62,9,8,6,2,58,2,265,12,21,0
0,72,18,411,455,22,9,44,33,17,289,16,20,66,15,4,11,25,21,0,44,0,63,455,19,20,0,9,24,360,4,64,9,10,6,2,32,8,269,19,21,0
0,72,20,406,439,22,16,49,46,21,280,22,26,60,15,4,18,30,21,0,47,0,59,456,19,23,0,9,25,363,4,64,9,10,6,2,32,10,270,19,22,0
0,75,22,415,442,7,16,29,30,21,280,22,20,64,17,4,22,23,14,0,47,0,59,425,20,25,0,9,16,358,4,64,9,2,2,0,46,10,273,7,24,0
0,75,22,425,462,11,16,33,43,12,292,22,30,64,17,5,24,38,14,0,48,0,67,401,9,9,0,9,23,365,5,64,8,3,2,0,47,11,279,7,24,0
0,75,6,412,446,11,16,33,26,12,314,21,41,47,8,10,31,40,14,0,57,0,66,414,9,9,0,0,23,363,5,0,18,6,2,9,29,1,279,7,24,0
0,79,10,419,447,11,24,33,26,12,304,21,53,40,6,11,34,48,14,0,60,0,73,434,9,11,0,9,30,363,6,0,22,4,0,9,33,1,283,0,28,0
5,79,12,402,454,4,24,12,21,12,296,30,45,38,6,14,26,40,2,3,64,0,70,434,9,15,0,9,16,361,6,0,26,4,0,9,39,0,289,3,28,4
0,79,6,416,457,9,28,14,28,14,296,30,47,43,6,16,22,46,4,3,61,0,70,434,10,15,0,11,29,363,5,0,26,4,0,9,23,2,304,3,32,0
0,79,8,413,451,9,28,14,42,8,295,30,54,46,12,18,21,59,17,3,60,0,71,409,5,7,0,14,40,365,5,14,27,0,0,0,34,3,137,10,35,0
0,79,9,408,460,10,28,20,61,12,316,38,49,42,19,18,34,42,17,3,60,0,72,411,5,7,0,14,41,365,11,16,63,0,0,0,55,4,137,10,35,5
0,79,9,420,460,10,34,9,64,14,310,38,53,46,16,18,45,45,19,3,62,0,68,450,5,7,0,17,30,363,11,18,65,0,1,0,76,2,144,10,36,0
0,79,4,418,449,9,7,9,45,20,297,26,42,54,16,3,20,19,19,3,55,0,68,450,5,7,0,14,33,363,6,18,70,3,1,0,70,11,148,7,36,0
0,81,14,418,459,9,8,11,73,20,306,28,46,42,16,3,8,30,20,3,53,0,71,450,8,47,0,14,35,366,6,20,80,3,1,1,75,20,160,7,36,0
0,81,19,402,459,15,10,14,59,20,305,28,27,45,17,7,12,33,20,3,51,0,78,438,8,43,0,17,39,366,6,20,66,14,9,2,95,21,160,7,36,0
0,81,16,405,443,15,5,5,75,20,301,30,35,43,17,9,11,36,3,3,49,0,79,440,11,43,0,13,16,361,4,4,69,14,8,2,48,12,160,0,36,0
0,83,16,395,454,9,9,8,66,24,307,38,20,46,4,9,20,44,3,3,50,0,80,440,11,44,0,14,16,373,8,4,69,14,15,5,53,12,170,0,36,0
0,83,16,395,458,12,9,11,91,44,308,38,32,47,6,9,37,61,10,3,45,0,72,440,11,45,0,14,16,357,11,4,69,14,15,9,59,2,172,0,36,0
0,83,17,405,458,12,13,11,99,45,303,48,25,58,8,12,32,50,14,3,46,0,68,440,11,45,0,24,24,360,17,4,69,0,7,7,79,2,173,1,36,0
0,40,1,432,443,12,17,9,79,31,302,33,35,60,14,4,15,55,11,3,46,0,79,434,9,44,0,21,12,363,14,3,56,0,14,12,40,8,182,1,20,0
0,40,17,431,454,4,18,9,88,31,302,38,52,55,14,4,1,48,13,3,45,0,78,439,13,49,0,21,13,358,14,3,56,3,14,14,55,8,183,1,20,0
0,41,17,420,457,11,18,12,98,33,298,39,59,52,10,7,15,44,17,3,44,0,70,447,17,54,0,23,20,350,14,5,58,13,8,9,79,13,189,1,20,0
0,46,22,420,439,11,9,15,119,33,290,39,77,53,14,4,21,55,20,3,39,0,58,453,17,63,0,10,22,363,4,8,60,14,10,14,55,13,195,1,20,0
0,47,25,412,444,14,21,9,126,33,301,39,85,54,14,5,30,27,13,3,38,0,62,458,17,63,0,10,28,358,4,9,61,14,10,19,63,8,195,8,24,0
0,47,25,423,451,16,21,9,136,14,303,39,92,57,14,9,34,30,14,3,38,0,61,439,12,25,0,10,41,367,4,16,62,11,11,14,72,9,197,9,24,0
0,50,26,423,466,14,23,12,88,17,307,45,72,51,14,9,13,10,24,3,39,0,58,440,16,26,0,10,42,358,4,16,62,11,14,14,81,3,197,9,27,4
0,66,10,420,461,18,18,27,104,22,313,23,72,52,14,5,9,12,24,3,43,0,58,444,22,26,0,3,44,360,0,20,63,11,24,16,54,3,206,9,32,4
0,70,11,420,461,18,21,21,100,27,308,27,59,59,5,5,12,8,20,3,37,0,58,509,24,26,0,5,48,351,0,22,67,3,21,7,69,1,207,17,35,0
0,70,12,417,461,21,21,25,78,27,299,30,67,59,11,7,15,8,25,6,37,0,54,509,32,26,0,11,48,356,5,29,68,4,21,7,76,1,207,17,38,0
0,87,2,418,444,9,12,39,76,13,309,38,39,54,13,5,26,8,26,6,39,0,51,472,30,21,0,11,48,348,8,21,32,8,21,10,54,0,212,17,38,0
0,87,5,405,444,13,17,44,72,13,292,46,53,54,14,10,24,19,26,8,42,0,48,472,33,21,0,11,60,356,15,21,32,8,20,16,55,8,212,16,38,0
0,88,13,408,456,20,19,34,82,23,296,48,48,59,16,17,34,19,12,8,44,0,46,465,33,21,0,11,33,350,17,24,32,10,20,18,57,14,215,20,39,4
0,88,13,418,438,20,19,34,58,27,289,52,50,62,21,17,29,30,19,8,48,0,46,465,41,23,0,11,33,359,17,32,32,10,20,18,77,14,227,21,39,0
0,92,18,412,456,15,12,37,60,33,279,32,41,54,22,12,12,30,19,8,45,0,40,465,41,23,0,0,33,353,9,11,32,3,12,19,36,6,231,6,42,0
0,92,18,412,456,16,12,44,41,25,265,35,31,51,29,14,31,34,19,8,55,0,35,435,26,5,0,0,38,360,10,11,15,8,14,23,36,6,233,11,65,0
0,100,18,401,440,22,17,26,50,30,267,38,35,51,33,23,38,38,15,8,63,0,33,456,37,14,0,0,13,360,18,11,15,8,21,28,53,1,243,11,65,0
0,111,7,404,449,22,7,31,38,35,267,45,11,52,49,15,12,23,15,8,65,0,37,458,39,15,0,4,15,367,9,9,16,6,11,16,43,14,250,5,65,0
0,112,9,399,452,23,9,40,46,35,270,49,17,50,37,20,14,39,21,9,69,0,37,458,41,15,0,4,19,369,9,16,16,13,19,18,44,22,251,10,69,0
0,115,10,399,461,12,16,40,29,35,278,49,16,34,41,20,10,26,23,6,76,0,41,458,43,22,0,7,19,369,15,16,24,13,19,18,52,25,251,10,69,3
0,86,13,407,446,14,16,30,34,18,219,54,21,36,47,20,6,33,14,9,76,0,54,431,28,17,0,8,11,361,15,16,15,7,8,7,57,16,127,5,58,0
0,88,18,399,450,15,11,30,25,28,213,22,20,37,47,5,12,11,20,9,72,0,54,441,28,19,0,10,15,373,9,26,24,7,8,18,42,19,127,8,58,0
0,92,20,401,463,25,15,30,15,28,205,22,27,37,47,8,24,18,20,9,73,0,58,448,28,20,0,10,18,374,9,26,24,7,8,21,47,18,130,8,58,0
0,92,21,395,439,16,17,34,20,28,221,22,16,35,47,8,27,20,20,9,70,0,58,454,32,30,0,17,18,379,9,26,24,2,0,20,49,18,136,19,58,0
0,100,15,398,447,19,22,18,8,37,212,22,31,38,10,6,16,23,11,9,92,0,61,463,32,30,0,9,7,367,6,17,24,10,0,25,28,22,141,19,58,0
0,105,18,394,452,22,25,20,16,22,217,26,21,39,10,8,22,18,11,9,94,0,68,456,23,21,0,9,7,367,6,17,15,17,0,25,49,32,145,21,68,0
0,108,24,391,444,25,28,28,34,22,209,29,28,36,10,9,29,28,11,9,94,0,71,454,23,21,0,11,7,359,6,28,18,17,4,21,51,18,164,22,68,0
0,113,24,405,443,10,32,30,36,22,208,32,16,36,19,9,26,30,11,9,91,0,71,453,24,61,0,11,16,362,6,28,18,20,7,25,51,22,167,22,68,0
0,120,10,431,456,11,18,14,37,26,204,15,24,39,20,11,20,43,4,9,85,0,64,452,45,67,0,4,9,368,0,14,18,20,7,25,41,9,169,22,69,0
0,122,10,432,454,11,18,14,39,26,208,17,38,43,19,11,10,47,5,9,85,0,65,452,45,67,0,5,14,367,3,14,21,5,7,21,46,12,173,4,71,0
0,126,14,404,459,11,18,15,21,4,226,17,31,43,19,11,6,31,5,9,94,0,71,432,26,54,0,8,16,361,5,29,8,7,7,34,60,8,174,5,73,0
0,127,7,409,459,15,5,17,22,4,235,22,41,35,19,11,22,42,20,9,94,0,71,437,26,61,0,6,16,358,9,20,13,12,7,34,35,10,175,5,73,0
0,127,13,413,459,8,10,7,30,37,246,25,34,35,19,18,20,30,23,9,98,0,72,440,26,68,0,9,11,348,12,23,13,14,3,24,35,4,179,4,73,0
0,129,14,407,434,8,11,7,16,44,228,28,38,28,19,18,14,36,23,9,92,0,87,453,27,68,0,12,12,352,15,34,23,14,9,24,49,10,199,4,73,0
0,129,14,416,436,8,13,7,17,44,245,28,28,28,11,21,19,35,26,9,92,0,69,457,35,68,0,21,15,344,18,40,25,14,10,24,58,12,203,4,77,0
0,129,14,410,449,15,8,7,11,40,256,18,45,21,8,19,16,58,28,9,86,2,69,416,21,62,0,19,15,349,13,22,22,7,10,14,38,13,203,3,77,0
0,129,14,412,434,13,8,4,21,40,255,18,59,33,11,19,22,44,9,5,84,0,81,426,22,65,0,27,11,355,13,22,22,7,15,14,47,8,203,5,77,0
0,131,14,411,438,13,8,8,31,40,265,18,92,33,13,29,20,55,9,5,79,0,81,431,22,67,0,32,18,355,13,25,22,7,16,14,57,8,203,9,77,0
0,132,6,415,444,14,2,8,37,40,281,59,80,32,22,13,28,33,9,5,80,4,95,439,22,67,0,17,22,352,0,5,22,2,9,10,43,3,210,10,77,0
0,139,10,408,444,18,7,8,26,40,276,59,82,32,22,13,31,38,20,5,76,0,87,453,22,71,0,20,22,352,6,5,22,2,9,10,48,8,213,10,79,0
0,56,10,415,422,13,9,4,38,43,285,59,75,31,26,13,35,56,14,5,77,0,71,417,11,71,0,21,14,347,6,6,15,2,9,10,63,9,215,14,32,0
0,63,10,415,435,9,18,13,48,50,294,59,85,29,26,13,25,51,14,5,90,0,71,425,11,74,0,21,14,347,6,6,20,2,7,15,74,9,218,10,32,0
0,69,7,415,445,13,20,14,53,60,280,43,99,27,30,4,15,65,15,5,81,0,68,453,15,74,0,21,19,348,6,6,22,2,7,15,35,4,222,10,32,0
0,0,8,417,433,15,28,14,60,60,320,43,93,30,30,12,14,62,20,5,73,0,69,453,17,76,0,26,19,348,9,13,22,10,8,18,35,8,222,14,32,0
0,0,8,419,448,15,29,12,42,60,325,43,100,38,34,12,9,75,9,5,76,0,66,453,18,80,0,27,8,351,13,13,24,14,5,8,46,15,222,6,35,0
0,0,7,422,448,13,13,12,46,32,306,43,69,42,23,12,10,23,18,5,71,0,61,424,7,42,0,23,12,351,9,12,14,22,10,8,20,15,222,6,35,0
0,0,7,417,446,13,14,15,43,32,295,43,74,44,23,21,11,24,29,6,71,0,59,451,17,45,0,23,12,354,9,15,14,26,10,11,22,14,230,6,35,0
